label,message,spam_type,cleaned_message
ham,"Sir, waiting for your letter.",ham,sir waiting letter
ham,Dude im no longer a pisces. Im an aquarius now.,ham,dude im longer pisces im aquarius
ham,X course it 2yrs. Just so her messages on messenger lik you r sending me,ham,x course yr message messenger lik r sending
ham,I think steyn surely get one wicket:),ham,think steyn surely get one wicket
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",ham,neither sterm voice studying fine sure thing resolved tho anyway fab hols
ham,"Garbage bags, eggs, jam, bread, hannaford wheat chex",ham,garbage bag egg jam bread hannaford wheat chex
ham,No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,ham,pride almost lt gt year old takin money kid supposed deal stuff grownup stuff tell
ham,Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham,sound better evening im costume im sure time finish tomorrow txt end
ham,My birthday is on feb  &lt;#&gt;  da. .,ham,birthday feb lt gt da
ham,So when do you wanna gym?,ham,wanna gym
ham,You'd like that wouldn't you? Jerk!,ham,like jerk
ham,Are u awake? Is there snow there?,ham,u awake snow
ham,And of course you should make a stink!,ham,course make stink
spam,"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",promotion,u r subscribed textcomp wkly comp st wk free question follows subsequent wks charged p msg unsubscribe txt stop custcare
ham,No go. No openings for that room 'til after thanksgiving without an upcharge.,ham,go opening room til thanksgiving without upcharge
ham,When you guys planning on coming over?,ham,guy planning coming
ham,Wat Ã¼ doing now?,ham,wat
ham,"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,parent kidz friend n colleague screaming surprise waiting sofa naked
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,ham,sir hr trip bus last week another audition next wednesday think might drive time
ham,Do I? I thought I put it back in the box,ham,thought put back box
ham,I'm home...,ham,home
ham,No one interested. May be some business plan.,ham,one interested may business plan
ham,Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,ham,yup paragon havent decided whether cut yet hee
ham,Good morning princess! Have a great day!,ham,good morning princess great day
ham,Guai... Ã shd haf seen him when he's naughty... Ã so free today? Can go jogging...,ham,guai shd haf seen naughty free today go jogging
ham,Aiyo cos i sms Ã¼ then Ã¼ neva reply so i wait 4 Ã¼ to reply lar. I tot Ã¼ havent finish ur lab wat.,ham,aiyo co sm neva reply wait reply lar tot havent finish ur lab wat
ham,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",ham,living simple loving also simple laughing simple winning tooo simple simple difficult
ham,Tell me something. Thats okay.,ham,tell something thats okay
ham,Ok,ham,ok
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,ham,hmm shall bring bottle wine keep u amused joking still bring bottle red white see tomorrow
ham,This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,ham,ur face test lt gt select number tell ur face astrology waiting quick reply
ham,"Hey, iouri gave me your number, I'm wylie, ryan's friend",ham,hey iouri gave number wylie ryan friend
ham,Yep get with the program. You're slacking.,ham,yep get program slacking
ham,I'm in inside office..still filling forms.don know when they leave me.,ham,inside office still filling form know leave
ham,"I think your mentor is , but not 100 percent sure.",ham,think mentor percent sure
spam,Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),general_spam,call send girl erotic ecstacy p min stop text call nat rate
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,general_spam,camera awarded sipix digital camera call fromm landline delivery within day
spam,A Â£400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a Â£400 reward. Just call 09066380611,general_spam,xmas reward waiting computer randomly picked loyal mobile customer receive reward call
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,ham,trying figure suppose see couple different people week said get together set date
spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,general_spam,important message final contact attempt important message waiting customer claim dept expires call
ham,Hi mom we might be back later than  &lt;#&gt;,ham,hi mom might back later lt gt
spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,general_spam,dating two started sent text talk sport radio last week connection think coincidence
ham,"Lol, oh you got a friend for the dog ?",ham,lol oh got friend dog
ham,"Ok., is any problem to u frm him? Wats matter?",ham,ok problem u frm wats matter
ham,"K I'll head out in a few mins, see you there",ham,k head min see
ham,Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,ham,u konw waht rael friendship im gving yuo exmpel jsut ese tihs msg evrey splleing tihs msg wrnog bt sitll yuo raed wihtuot ayn mitsake goodnight amp nice sleep sweet dream
ham,I cant pick the phone right now. Pls send a message,ham,cant pick phone right pls send message
ham,I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,ham,want leave barely stay sane fighting constantly helping
spam,The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,general_spam,current leading bid pause auction send customer care
spam,"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or Â£250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",lottery,free entry gr prize wkly comp chance win latest nokia psp cash every wk txt great http www gr prize com
ham,Somebody set up a website where you can play hold em using eve online spacebucks,ham,somebody set website play hold em using eve online spacebucks
ham,Its sunny in california. The weather's just cool,ham,sunny california weather cool
spam,You have 1 new message. Call 0207-083-6089,general_spam,new message call
ham,"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",ham,make squeezed lt gt buck dad
ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,ham,good day pray remove teeth painful maintaining stuff
ham,How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.IÂm knackered and iÂm dreading work tonight. What are thou upto tonight. X,ham,babe hope ok shit night sleep fell asleep knackered dreading work tonight thou upto tonight x
ham,How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,ham,friend help u problem give stupid suggestion land u another problem help u forgt previous problem
ham,I'm at work. Please call,ham,work please call
ham,I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,ham,gentle baby soon taking lt gt inch deep inside tight pussy
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,ham,much fight good nite
ham,Ok.ok ok..then..whats ur todays plan,ham,ok ok ok whats ur today plan
ham,Nt joking seriously i told,ham,nt joking seriously told
ham,Watching ajith film ah?,ham,watching ajith film ah
ham,Ooooooh I forgot to tell u I can get on yoville on my phone,ham,ooooooh forgot tell u get yoville phone
ham,"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",ham,done handed know mega shop asda count celebration thats
ham,I dont know exactly could you ask chechi.,ham,dont know exactly could ask chechi
ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.,ham,dunno lei shd b driving lor co go sch hr oni
ham,As in i want custom officer discount oh.,ham,want custom officer discount oh
ham,That's necessarily respectful,ham,necessarily respectful
ham,Hi. Hope you had a good day. Have a better night.,ham,hi hope good day better night
ham,And he's apparently bffs with carly quick now,ham,apparently bffs carly quick
ham,HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!é¥â¾??ã¨ud evening...,ham,hard true much show amp express love someone much hurt leave get seperated ud evening
ham,Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,ham,babe think got ur brolly left english wil bring mrw u luv franxx
ham,Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,ham,hi babe thanks coming even though didnt go well wanted bed hope see soon love kiss xxx
ham,So gd got free ice cream... I oso wan...,ham,gd got free ice cream oso wan
ham,Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,ham,pls give prometazine syrup ml lt gt min later feed
ham,So how many days since then?,ham,many day since
ham,Dear are you angry i was busy dear,ham,dear angry busy dear
ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ã¼ leaving earlier or wat mah cos mayb Ã¼ haf to walk v far...,ham,yup msg tat yijue tot group mate co meeting today mah askin leaving earlier wat mah co mayb haf walk v far
ham,... Are you in the pub?,ham,pub
ham,There is a first time for everything :),ham,first time everything
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",ham,daddy shu shu looking u u wan tell u singapore wat
ham,I ask if u meeting da ge tmr nite...,ham,ask u meeting da ge tmr nite
ham,Gr8. So how do you handle the victoria island traffic. Plus when's the album due,ham,gr handle victoria island traffic plus album due
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,ham,nite nite pocay wocay luv u n e thing eva promise ring u morrowxxxx
ham,East coast,ham,east coast
ham,You should get more chicken broth if you want ramen unless there's some I don't know about,ham,get chicken broth want ramen unless know
ham,My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,ham,slave want take picture today bright light cell phone bright light
ham,Nope. I just forgot. Will show next week,ham,nope forgot show next week
ham,So how are you really. What are you up to. How's the masters. And so on.,ham,really master
